lighthouse_result_id,source_document_id,crawl_run_id,university_id,sample_course_id,page_role,tested_url,final_url,analysis_scope,strategy,device_category,lighthouse_version,performance_score,accessibility_score,best_practices_score,seo_score,first_contentful_paint_ms,largest_contentful_paint_ms,total_blocking_time_ms,cumulative_layout_shift,speed_index_ms,measured_at,raw_json_path,notes
LH_COURSE_C029,SD0063,CR034,UNI15,C029,course_page,https://www.uniurb.it/corsi/1757256,https://www.uniurb.it/corsi/1757256,canonical_default,mobile,mobile,12.6.1,0.52,0.92,0.96,0.92,1440.2825,11897.103500000001,961.5,0.06961700000000001,3291.8741372037334,2026-04-23T14:54:19.360Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C029/lhci_filesystem/www_uniurb_it-corsi_1757256-2026_04_23_14_54_19.report.json,tranche6; fetched with browser user-agent and HTTP/1.1 after empty reply on default curl; parent relinked to normalized programmes hub SD0073 in CR011
LH_COURSE_C030,SD0064,CR034,UNI15,C030,course_page,https://www.uniurb.it/corsi/1757220,https://www.uniurb.it/corsi/1757220,canonical_default,mobile,mobile,12.6.1,0.48,0.92,0.96,0.92,1444.976,11778.083999999999,1114.999999999999,0.06966699999999999,4308.6796780677105,2026-04-23T14:55:00.583Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C030/lhci_filesystem/www_uniurb_it-corsi_1757220-2026_04_23_14_55_00.report.json,tranche6; fetched with browser user-agent and HTTP/1.1 after empty reply on default curl; parent relinked to normalized programmes hub SD0073 in CR011
LH_COURSE_C031,SD0067,CR034,UNI16,C031,course_page,https://www.uninettunouniversity.net/it/indirizzo-comunicazione-digitale-d-impresa.aspx?degree=334&faculty=7&idindirizzo=179&mode=cs,https://www.uninettunouniversity.net/it/indirizzo-comunicazione-digitale-d-impresa.aspx?degree=334&faculty=7&idindirizzo=179&mode=cs,canonical_default,mobile,mobile,12.6.1,0.55,0.92,0.75,1,9824.701000000001,12366.515,129.96399999999994,0,9824.701000000001,2026-04-23T14:56:35.223Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C031/lhci_filesystem/www_uninettunouniversity_net-it_indirizzo_comunicazione_digitale_d_impresa_aspx-2026_04_23_14_56_35.report.json,tranche6; official curriculum page
LH_COURSE_C032,SD0068,CR034,UNI16,C032,course_page,https://www.uninettunouniversity.net/it/culture-linguaggi-e-strategie-per-la-comunicazione-nell-era-digitale.aspx,https://www.uninettunouniversity.net/it/culture-linguaggi-e-strategie-per-la-comunicazione-nell-era-digitale.aspx,canonical_default,mobile,mobile,12.6.1,0.43,0.93,0.75,1,9089.418000000001,11288.442000000003,527,0,9089.418000000001,2026-04-23T14:57:02.824Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C032/lhci_filesystem/www_uninettunouniversity_net-it_culture_linguaggi_e_strategie_per_la_comunicazione_nell_era_digitale_aspx-2026_04_23_14_57_02.report.json,tranche6; official course page
LH_COURSE_C033,SD0071,CR034,UNI17,C033,course_page,https://corsi.unical.it/lt-lmcu/comunicazione-e-dams/cds/corso/?lang=it,https://corsi.unical.it/lt-lmcu/comunicazione-e-dams/cds/corso/?lang=it,canonical_default,mobile,mobile,12.6.1,0.43,0.95,1,0.58,4105.4475,7010.447500000001,262,0.377249,4105.4475,2026-04-23T14:58:27.452Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C033/lhci_filesystem/corsi_unical_it-lt_lmcu_comunicazione_e_dams_cds_corso_-2026_04_23_14_58_27.report.json,tranche6; official course page
LH_COURSE_C034,SD0072,CR034,UNI17,C034,course_page,https://corsi.unical.it/lm/linguaggi-della-comunicazione-e-dello-spettacolo/,https://corsi.unical.it/lm/linguaggi-della-comunicazione-e-dello-spettacolo/,canonical_default,mobile,mobile,12.6.1,0.4,0.93,0.96,0.92,4124.2505,7952.750499999998,255,0.47617,4465.494704060319,2026-04-23T14:59:50.584Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C034/lhci_filesystem/corsi_unical_it-lm_linguaggi_della_comunicazione_e_dello_spettacolo_-2026_04_23_14_59_50.report.json,tranche6; official course page
LH_COURSE_C035,SD0076,CR034,UNI18,C035,course_page,https://www.corsi.unina.it/D27/home,https://www.corsi.unina.it/D27/home,canonical_default,mobile,mobile,12.6.1,0.42,0.92,0.96,0.92,13210.302,17486.755000000005,511,0,13210.302,2026-04-23T15:00:43.589Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C035/lhci_filesystem/www_corsi_unina_it-D27_home-2026_04_23_15_00_43.report.json,tranche7; JS-heavy course portal shell page collected before hub normalization; parent relinked to normalized programmes hub SD0087 in CR013
LH_COURSE_C036,SD0077,CR034,UNI18,C036,course_page,https://www.corsi.unina.it/DA2/home,https://www.corsi.unina.it/DA2/home,canonical_default,mobile,mobile,12.6.1,0.29,0.92,0.96,0.92,13207.478000000001,20486.217,510,0.25812199999999996,13207.478000000001,2026-04-23T15:01:33.291Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C036/lhci_filesystem/www_corsi_unina_it-DA2_home-2026_04_23_15_01_33.report.json,tranche7; JS-heavy course portal shell page collected before hub normalization; parent relinked to normalized programmes hub SD0087 in CR013
LH_COURSE_C037,SD0080,CR034,UNI19,C037,course_page,https://www.unibg.it/studiare/corsi/offertaformativa/scienze-comunicazione,https://www.unibg.it/studiare/corsi/offertaformativa/scienze-comunicazione,canonical_default,mobile,mobile,12.6.1,0.77,0.96,0.96,0.92,3409.1610000000005,4185.7395,90,0,4589.016086645983,2026-04-23T15:02:12.842Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C037/lhci_filesystem/www_unibg_it-studiare_corsi_offertaformativa_scienze_comunicazione-2026_04_23_15_02_12.report.json,tranche7; official course page
LH_COURSE_C038,SD0081,CR034,UNI19,C038,course_page,https://ls-vpcm.unibg.it/it,https://ls-vpcm.unibg.it/it,canonical_default,mobile,mobile,12.6.1,0.67,0.82,0.96,0.85,3119.535,7773.794999999998,16,0.025943,4882.148857592457,2026-04-23T15:02:55.405Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C038/lhci_filesystem/ls_vpcm_unibg_it-it-2026_04_23_15_02_55.report.json,tranche7; official interclass course site
LH_COURSE_C039,SD0084,CR034,UNI20,C039,course_page,https://corsi.unitn.it/it/beni-culturali,https://corsi.unitn.it/it/beni-culturali,canonical_default,mobile,mobile,12.6.1,0.67,0.94,0.96,0.92,2230.83812,7549.6993999999995,193,0,5072.265954397473,2026-04-23T15:03:50.866Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C039/lhci_filesystem/corsi_unitn_it-it_beni_culturali-2026_04_23_15_03_50.report.json,tranche7; official course page
LH_COURSE_C040,SD0085,CR034,UNI20,C040,course_page,https://corsi.unitn.it/it/organizzazione-societa-e-tecnologia,https://corsi.unitn.it/it/organizzazione-societa-e-tecnologia,canonical_default,mobile,mobile,12.6.1,0.7,0.94,0.96,0.92,2289.315,11439.315,80,0,4081.6136256846344,2026-04-23T15:05:12.586Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C040/lhci_filesystem/corsi_unitn_it-it_organizzazione_societa_e_tecnologia-2026_04_23_15_05_12.report.json,tranche7; official course page
LH_COURSE_C041,SD0086,CR034,UNI20,C041,course_page,https://corsi.unitn.it/it/giurisprudenza,https://corsi.unitn.it/it/giurisprudenza,canonical_default,mobile,mobile,12.6.1,0.7,0.95,0.96,0.92,2164.4109999999996,8784.862999999998,162,0,3462.8218560077507,2026-04-23T15:06:33.780Z,artifacts/runs/CR034_lighthouse_mobile_v1/LH_COURSE_C041/lhci_filesystem/corsi_unitn_it-it_giurisprudenza-2026_04_23_15_06_33.report.json,tranche7; official course page
